reviewId,reviewDate,mainDepartment,subDepartment,productName,reviewTitle,reviewStar,reviewText,inconsistentStatus
R36JRONOQSA6DE,"Reviewed in the United States on July 24, 2021",Computers,Data Storage,"Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC, Mac, PS4, & Xbox - 1-Year Rescue Service (STGX2000400)",Junk,1.0,"Doesn’t work. Downloaded kids Xbox games and with in month drive wasn’t working or recognized by exbox. Changed chord nothing, had to re format and re download and same thing. Won’t show up. Other things plugged in USB ports work so it’s drive not Xbox. Waste of money.",1
RQZPORIGUZK6Y,"Reviewed in the United States on November 8, 2020",Computers,Laptop Accessories,"havit HV-F2056 15.6""-17"" Laptop Cooler Cooling Pad - Slim Portable USB Powered (3 Fans), Black/Blue",Not worth it try other cooling methods,1.0,I see no significant change in my temps while gaming. I still use it as a stand. Would not recommend. Little loud for the small amount of force the fans put out,0
R1A09PUMY2U2RF,"Reviewed in the United States on September 8, 2021",Computers,Networking Products,"TP-Link AC750 WiFi Extender (RE220), Covers Up to 1200 Sq.ft and 20 Devices, Up to 750Mbps Dual Band WiFi Range Extender, WiFi Booster to Extend Range of WiFi Internet Connection",Solved my WiFi problem,5.0,Easy to set up and extended my WiFi network in a snap!,0
R2CS31VUYT0AQ7,"Reviewed in the United States on August 28, 2021",Home and Kitchen,Beds,"Beckham Hotel Collection Bed Pillows for Sleeping - Queen Size, Set of 2 - Cooling, Luxury Gel Pillow for Back, Stomach or Side Sleepers",The Best,5.0,Love these pillows.  This is the second time ordering in three years.  Will order again.,0
RQFR28A5MCJQZ,"Reviewed in the United States on May 3, 2021",Beauty and Personal Care,Makeup,"NYX PROFESSIONAL MAKEUP Epic Ink Liner, Waterproof Liquid Eyeliner, Black",Perfect for everyday wear and more,5.0,"I'm not very good with eye liner pencils and have always used an applicator brush with pomades. I decided to give it try because the price was not too bad. Am I glad I did!! It's very easy to use, dries up almost immediately, does not smudge even if wearing for than 8 hours. My eyes were not irritated either and I have super sensitive skin.",0
R3T3SBSY8JNU6X,"Reviewed in the United States on March 26, 2021",Home and Kitchen,Beds,SafeRest Queen Size Premium Hypoallergenic Waterproof Mattress Protector - Vinyl Free,Mattress protected,4.0,"Great quality, and my new mattress is not in any danger of accidents.",0
R29XBF9FYUL4NN,"Reviewed in the United States on May 9, 2021",Electronics,Camera and Accessories,"Blink Mini – Compact indoor plug-in smart security camera, 1080 HD video, night vision, motion detection, two-way audio, Works with Alexa – 1 camera",Feedback sound,3.0,Makes some kind of weird feedback sound when recording.,1
R3VFRGVSF8PWX0,"Reviewed in the United States on August 3, 2021",Computers,Men's Accessories,TRAVANDO Mens Slim Wallet with Money Clip AUSTIN RFID Blocking Bifold Credit Card Holder for Men with Gift Box (Carbon),This is literally a basic wallet you can find anywhere,3.0,"Nothing to dislike about the wallet, per se, but it is just 'basic'.Description makes it seems like its innovatingly thin -but it's not. It's like any wallet you find at Marshalls or Ross or anywhere else for 15 bucks.",1
R2U4MIWOKC5MM,"Reviewed in the United States on November 29, 2020",Computers,Computers & Tablets,"Acer Aspire 5 A515-46-R14K Slim Laptop | 15.6"" Full HD IPS | AMD Ryzen 3 3350U Quad-Core Mobile Processor | 4GB DDR4 | 128GB NVMe SSD | WiFi 6 | Backlit KB | Amazon Alexa | Windows 10 Home (S mode)",Total rip off,2.0,"I purchased this laptop Aug 2020 for my son who  is homeschooling  , we have used this computers handful of times. The mouse is no longer working . This is so disappointing. The window to return the laptop ended Sept 2020 ONE MONTH after purchasing it , how can that be!? But you are given a few month to return  expensive items .",0
RLU0QZJ0R3KV7,"Reviewed in the United States on August 16, 2021",Computers,Data Storage,"Seagate Portable 2TB External Hard Drive Portable HDD – USB 3.0 for PC, Mac, PS4, & Xbox - 1-Year Rescue Service (STGX2000400)",Great Item,5.0,Perfect hard drive for gamers Amazon deliver same day,0
R2XQ89KHMV27KJ,"Reviewed in the United States on April 22, 2020",Electronics,CellPhones and Accessories,"(Refurbished) Apple iPhone 7, 32GB, Black - Fully Unlocked",Very Convenient,3.0,"At this time, there isn't anything not to like about it",1
R2VQVWQS88ESW1,"Reviewed in the United States on August 7, 2021",Home and Kitchen,Furniture,"FURINNO Econ Multipurpose Home Office Computer Writing Desk, French Oak Grey",Great deal!,5.0,It’s a small desk but it’s great for the price. Cant beat it! I wouldn’t put anything now than 60 lbs on it. But for a laptop and a printer and some files this should be great!,0
R2MBMTN5F9GHSO,"Reviewed in the United States on April 17, 2021",Beauty and Personal Care,Skin Care,"Neutrogena Hydro Boost Hyaluronic Acid Hydrating Water Gel Daily Face Moisturizer for Dry Skin, Oil-Free, Non-Comedogenic Face Lotion, 1.7 fl. oz",I bought it in April 2021 and it expires in July 2021 ...,3.0,I bought it in April 2021 and it expires in July 2021 ...,0
R28J0VZDXX0MKK,"Reviewed in the United States on January 30, 2021",Beauty and Personal Care,Makeup,"NYX PROFESSIONAL MAKEUP Epic Ink Liner, Waterproof Liquid Eyeliner, Black","Not my favorite formula, great brush though",3.0,"This stuff is NOT smudge proof. It smears like crazy. That being said it does last a full day out, but I’m in constant fear that if I accidentally touch it then it’s gonna smear. Even when my hand isn’t wet it smears to the touch. I do really like the shape of the brush, I feel like I have a lot of control when putting it on. I much prefer NYXs matte eyeliner though and will be sticking to that instead.",1
R2FA7Z0WP5NQEE,"Reviewed in the United States on March 24, 2021",Beauty and Personal Care,Shave & Hair Removal,"Finishing Touch Flawless Women's Painless Hair Remover , White/Rose Gold",Just not good,1.0,TERRIBLE.. you have to press down on your skin really hard for it to actually remove hair and it hurts ALOT. My skin is red afterwards. It almost feels like it’s pulling it but really patchy. Look elsewhere.,0
R2SYFQKGRLZI60,"Reviewed in the United States on August 20, 2021",Electronics,Headphones,"Samsung Galaxy Buds Plus, True Wireless Earbuds (Wireless Charging Case Included), Black – US Version",It worths the money paid.,5.0,"The noise cancellation could be better, however, it is still a good value for money.",0
R19BJP8VK9FTOG,"Reviewed in the United States on August 19, 2021",Home and Kitchen,Bath,"Utopia Towels Grey Towel Set, 2 Bath Towels, 2 Hand Towels, and 4 Washcloths, 600 GSM Ring Spun Cotton Highly Absorbent Towels for Bathroom, Shower Towel, (Pack of 8)",Not true color,1.0,These towels were a faded pink.  Not the vibrant pink as in picture.  Very disappointing,0
RS2H98LHY3M9U,"Reviewed in the United States on August 11, 2021",Computers,Men's Shoes,adidas Men's Adilette Shower Slide,It was a gift for my boyfriend.,5.0,"My boyfriend said that they were a little tight. He has an older pair, which he had worn for a long time.  They pair was broken into.  He needed to break these in.",1
R1RMXP15WG7DMQ,"Reviewed in the United States on January 11, 2021",Computers,Computer Accessories & Peripherals,"livho 2 Pack Blue Light Blocking Glasses, Computer Reading/Gaming/TV/Phones Glasses for Women Men,Anti Eyestrain & UV Glare (Light Blcak+Clear)",To early to tell,3.0,Liked the quality of glassesLight weightStylish,1
R2I4S7OX4PO32R,"Reviewed in the United States on August 17, 2021",Computers,Networking Products,Sabrent 4-Port USB 2.0 Hub with Individual LED lit Power Switches (HB-UMLS),Didn’t work,1.0,Broken upon arrival & returned,0
R13OU0V95C2Z2,"Reviewed in the United States on July 28, 2021",Beauty and Personal Care,Hair Care,"REVLON One-Step Hair Dryer And Volumizer Hot Air Brush, Black, Packaging May Vary",Too hot,3.0,Great concept. Love using one hand to style. So much volume. Down side is the temperature gets way too hot & there’s really no variance most of the time.,1
R1GS2P6LU1M4XI,"Reviewed in the United States on May 12, 2021",Home and Kitchen,Furniture,Furinno (99557LC/BK) Turn-N-Tube 4-Tier Multipurpose Shelf Display Rack - Light Cherry/Black,exactly what I needed to display some things,5.0,Dont plan on putting very heavy things on this but sertainly greatfor small objects or magazines that you want to get at quickly. Looks nice and fast to assemble.,0
R1DIQ0N1XZZK1L,"Reviewed in the United States on May 29, 2021",Home and Kitchen,Beds,SafeRest Queen Size Premium Hypoallergenic Waterproof Mattress Protector - Vinyl Free,Mattress has Shiny Fibers that falls everywhere,1.0,Shiny fibers from the mattress that get everywhere! Not sure if this is safe or not but very concerning. May or may not cause irritation and/or itching.,1
R1P4UGT3WBPM6B,"Reviewed in the United States on May 28, 2021",Sports and Outdoors,Sports & Fitness,"Fitbit Charge 4 Fitness and Activity Tracker with Built-in GPS, Heart Rate, Sleep & Swim Tracking, Black/Black, One Size (S &L Bands Included)",You cant see the time in the sun.,2.0,Very disappointed with this item.  You cant read the time or any other information on the face of it if in the sun. I have linked the app to my Iphone more than once and it still doesn't stay linked. I will either move back to Garmin or try and apple watch. But I will NOT go back to a Fitbit,0
R3HW256BI89UM4,"Reviewed in the United States on April 24, 2021",Computers,Men's Clothing,Fruit of the Loom Men's Coolzone Boxer Briefs,Good,3.0,They or ok.,0
R2VUW02PO11U1W,"Reviewed in the United States on August 2, 2021",Sports and Outdoors,Sports & Fitness,"Fit Simplify Resistance Loop Exercise Bands with Instruction Guide and Carry Bag, Set of 5",don't have one,4.0,These bands were referred to me but haven't used them yet. I'm sure they will be fine. The delivery was so quick. love that!!,0
RGQJB2NSQ5PYK,"Reviewed in the United States on November 18, 2020",Beauty and Personal Care,Skin Care,"Bio-Oil Skincare Oil, Body Oil for Scars and Stretchmarks, Serum Hydrates Skin, Non-Greasy, Dermatologist Recommended, Non-Comedogenic, 4.2 Ounce, For All Skin Types, with Vitamin A, E",Do not buy,1.0,This oil made me break out so bad,0
R2KZTCLX5LV2VM,"Reviewed in the United States on August 16, 2021",Beauty and Personal Care,Shave & Hair Removal,"Schick Hydro Silk Touch-Up Multipurpose Exfoliating Dermaplaning Tool, Eyebrow Razor, and Facial Razor with Precision Cover, 3 Count (Packaging May Vary)",Love it,5.0,"I love how easy it was to use this to remove all the peach fuzz on my face. The little attachment for trimming your brows worked perfectly, no more tweezing for me! At first I was anxious that I'd nick myself, but it's literally impossible with these. So glad I made the investment, my face feels so smooth. It didn't really exfoliate though, just removed all the hair.",0
R19HMI3ZITFB1,"Reviewed in Canada on September 11, 2020",Computers,Computers & Tablets,"Lenovo Chromebook Flex 3 11"" Laptop, 11.6-Inch HD (1366 x 768) IPS Display, MediaTek MT8173C Processor, 4GB LPDDR3, 64 GB eMMC, Chrome OS, 82HG0006US, Blizzard White",Pretty good but charging port went,2.0,Charging port has already gone on one of these and getting help to fix it is impossible!,1
RTV6NLK9CX5UA,"Reviewed in the United States on July 14, 2021",Computers,Men's Watches,"Fossil Men's Grant Quartz Stainless Steel and Leather Chronograph Watch, Color: Silver/Blue, Luggage (Model: FS5151)",Nice watch,3.0,Watch lacked glow at night reading and no stop watch.  Thought it have other gadgets.  Shows knobs on side but dont work.  It looks n ice.,1
R3GYW543F7MXDV,"Reviewed in the United States on May 8, 2021",Computers,Computer Accessories & Peripherals,"livho 2 Pack Blue Light Blocking Glasses, Computer Reading/Gaming/TV/Phones Glasses for Women Men,Anti Eyestrain & UV Glare (Light Blcak+Clear)",Doesn’t work and caused a rash on my face,1.0,Doesn’t work and I developed a rash using it on my face. I see no difference when I flash the blue light on the lens.,0
R2S06OOUUQK483,"Reviewed in the United States on June 3, 2021",Home and Kitchen,Furniture,"FURINNO Econ Multipurpose Home Office Computer Writing Desk, French Oak Grey",Worst product on Amazon so far,1.0,"It was missing multiple things. I can’t even build it. I have no screws, no nails and I don’t have my fabric bin.",1
R1OMGF5GU2UBQR,"Reviewed in the United States on March 23, 2021",Home and Kitchen,Furniture,"Amazon Basics Ergonomic Office Desk Chair with Armrests, Adjustable Height/Tilt, 360-Degree Swivel, 275Lb Capacity - Black",Good for a month,1.0,This chair was fine for about a month but then the seat cushion went entirely flat. A few months after that the chair stopped staying up. Maybe I just got unlucky but I wouldn't waste your money on this chair.,1
R27Q7EYSBDI0ZN,"Reviewed in the United States on July 19, 2021",Home and Kitchen,Bath,Hair Catcher Durable Silicone Hair Stopper Shower Drain Covers Easy to Install and Clean Suit for Bathroom Bathtub and Kitchen 5 Pack,I liked,5.0,Is working 💪,1
R355G4W4SDFWDU,"Reviewed in the United States on August 20, 2021",Home and Kitchen,Kitchen and Dining,"Instant Pot Duo 7-in-1 Electric Pressure Cooker, Slow Cooker, Rice Cooker, Steamer, Saute, Yogurt Maker, Sterilizer, and Warmer, 6 Quart, 13 One-Touch Programs",It does not provide me with what I expected according to the details of the sale,2.0,I really wanted to like this instapot. I gave away my slow cooker in hopes to get all in one. The one feature I was excited about was the rice cooking feature. I've used it three times and the rice is always gooey and sticks to the pan. It wastes rice and is hard to clean. I used it one other time for slow cooking beans and they did not turn out that well. I've read all of the instructions but just not happy with how it works. I can't return it since I've used it several times so a waste of money for me.,0
RQCQE1C8N0465,"Reviewed in the United States on July 9, 2019",Home and Kitchen,Bath,"Utopia Towels Grey Towel Set, 2 Bath Towels, 2 Hand Towels, and 4 Washcloths, 600 GSM Ring Spun Cotton Highly Absorbent Towels for Bathroom, Shower Towel, (Pack of 8)","Very attractive,",4.0,"Nice color, very plush.",0
RNBBRFJKFDILD,"Reviewed in the United States on September 28, 2018",Computers,Men's Shoes,New Balance Men's 623 V3 Casual Comfort Cross Trainer,"Good shoe, look elsewhere if you have a very wide foot.",3.0,"Looked for wide shoe, but this was not wide enough.",0
R3IBXYQCWL6IW7,"Reviewed in the United States on July 17, 2021",Electronics,GPS and Navigation,"Tile Pro (2020) 1-pack - High Performance Bluetooth Tracker, Keys Finder and Item Locator for Keys, Bags, and More; 400 ft Range, Water Resistance and 1 Year Replaceable Battery",Tracking cats,4.0,Use these on cats collars for find them when they hide.  Works pretty good.  Has half a block range.  Battery on last ones listed over a year I think,0
R2158HU1DSDUY9,"Reviewed in the United States on July 26, 2021",Electronics,Headphones,TOZO T6 True Wireless Earbuds Bluetooth Headphones Touch Control with Wireless Charging Case IPX8 Waterproof Stereo Earphones in-Ear Built-in Mic Headset Premium Deep Bass for Sport Black,Very uncomfortable in the ears.,2.0,Horrible. Super unconfortalve in the ears. They fall out every 3 minutes. Would return but accidentally through my label away.,0
RGDOMOFASCL0R,"Reviewed in the United States on June 15, 2021",Home and Kitchen,"Heating, Cooling & Air Quality","Portable Electric Space Heater with Thermostat, 1500W/750W Safe and Quiet Ceramic Heater Fan, Heat Up 200 Square Feet for Office Room Desk Indoor Use",Efficient,5.0,Kept our 24 foot rv warm when it was below freezing outside.  Surprisingly quiet. We're very pleased,0
R1J1YYABAGOXX4,"Reviewed in the United States on July 19, 2021",Home and Kitchen,Beds,"Beckham Hotel Collection Bed Pillows for Sleeping - Queen Size, Set of 2 - Cooling, Luxury Gel Pillow for Back, Stomach or Side Sleepers",Nice pillows at a reasonable price,4.0,This is a well made pillow so much so that I reordered two more which on both occasions arrived quickly,0
R2NERP03NS3KJH,"Reviewed in Canada on May 11, 2021",Electronics,GPS and Navigation,"Tile Pro (2020) 1-pack - High Performance Bluetooth Tracker, Keys Finder and Item Locator for Keys, Bags, and More; 400 ft Range, Water Resistance and 1 Year Replaceable Battery",Not too reliable.,3.0,"Its a fun little gadget and obviously useful but I can only rate it 2/5 for reliability.  When I tap the [Find] button on my app, my device will often fail to locate the Tile.  I'll even hold my Tile Pro right next to the phone and I'll still get an onscreen message telling me that it cannot establish a connection.  This is frustrating to say the least when its just a test.  Imagine losing your house keys and then not being able find them because your app keeps telling you it cannot locate  your Tile.",1
R2FS13MHRIJDXS,"Reviewed in the United States on December 18, 2020",Computers,Computer Accessories & Peripherals,"seenda Wireless Mouse, 2.4G Noiseless Mouse with USB Receiver - Portable Computer Mice for PC, Tablet, Laptop with Windows System - Mint Green",Smaller than expected,2.0,Smaller than expected. Ended up returning.,1
R3OJRZ4CXVLROQ,"Reviewed in the United States on July 9, 2021",Home and Kitchen,Beds,SafeRest Queen Size Premium Hypoallergenic Waterproof Mattress Protector - Vinyl Free,Loose fit,4.0,Did not like that it does not fit snug,1
R1AZKCVVKKZN5R,"Reviewed in the United States on July 5, 2021",Computers,Men's Shoes,adidas Men's Adilette Shower Slide,Up your size,1.0,I like them but when I tried it on it didn't fit. Crazy. Never had that problem with buying flip flops. I wear a size 13 so I returned them back the same day.,1
R38JJ8G4UJL3N1,"Reviewed in the United States on March 27, 2021",Computers,Men's Clothing,"Gildan Men's Crew T-Shirts, Multipack",Nice and affordable.,3.0,They’re good for the price you pay.,1
RPT5K7PQKQ1AU,"Reviewed in the United States on June 1, 2021",Sports and Outdoors,Sports & Fitness,"Fitbit Charge 4 Fitness and Activity Tracker with Built-in GPS, Heart Rate, Sleep & Swim Tracking, Black/Black, One Size (S &L Bands Included)",Not good for counting flights of stairs,3.0,Doesn't count most residential flights of stairs.  Need to fix the cut-off on the altimeter,0
R2UI9E0OF6ZXVN,"Reviewed in the United States on June 19, 2021",Sports and Outdoors,Sports & Fitness,"ComfyBrace Posture Corrector-Back Brace for Men and Women- Fully Adjustable Straightener for Mid, Upper Spine Support- Neck, Shoulder, Clavicle and Back Pain Relief-Breathable",Reliable and Cheap,4.0,"If you're looking for something that can help with posture, this is a good choice because of the adjustability of the straps. I wear it a lot for when I'm sitting and doing work and I've noticed less of a strain on my back. The pricing wasn't too bad either.",0
RRU4IYUV41C3R,"Reviewed in the United States on December 19, 2020",Home and Kitchen,Furniture,"Amazon Basics Ergonomic Office Desk Chair with Armrests, Adjustable Height/Tilt, 360-Degree Swivel, 275Lb Capacity - Black","Very uncomfortable , no tilt lock",2.0,"The chair looks good, but the seat cushion is very bad, I can feel the board, For a tall man, most of my thigh remain outside, and it's not comfortable, I am not even sure this chair is not good for an adult. It's very hard to recline the chair, bad from Amazon.",0
R2PDTWO7CGFDSV,"Reviewed in the United States on February 15, 2021",Home and Kitchen,Kitchen and Dining,"Etekcity Food Kitchen Scale, Digital Grams and Ounces for Weight Loss, Baking, Cooking, Keto and Meal Prep, Small, 304 Stainless Steel",Was great until it wasn't,2.0,"Originally gave 5 stars because it worked meticulously.  Dropped it in the dishwater for about half a second and it no longer works.  I've tried everything.  If I take the battery out and put it back in, the numbers will come back on, but it won't zero out and is inaccurate.  I'm really disappointed because it worked so well for several weeks.",0
R3TODXNB70C7PY,"Reviewed in the United States on August 4, 2021",Beauty and Personal Care,Shave & Hair Removal,"Finishing Touch Flawless Women's Painless Hair Remover , White/Rose Gold",Great item would purchase again.,5.0,Love this and will purchase again. Easy to use and does the job at getting the peach fuzz off my face which getting rid of the peach fuzz makes my makeup go on so much more smoothly.,0
R27LZ7NIACZFPF,"Reviewed in the United States on August 24, 2021",Electronics,GPS and Navigation,"Tracki 2021 Model Mini Real time GPS Tracker. Monthly fee required. Full USA & Worldwide Coverage. For Vehicles, Car, Kids, Elderly, child, Dogs & Motorcycles. Magnetic small Portable Tracking Device.",Using to track Turo car,5.0,Works great. Using to track a car I have on Turo. Easy to hide. Battery lasts. And their customer service is great! They followed up to register the lifetime warranty and to ensure it was working well. This actually the second one we have as a household.,0
RHHVCFGSWRH0Z,"Reviewed in the United States on April 4, 2021",Home and Kitchen,"Heating, Cooling & Air Quality","Lasko 2511 36” Oscillating 3-Speed Tower Remote Control Household Fans, 36 Inch, Black","Fan works well, but the noise is a nuisance",3.0,"I purchased a Lasko heater a few months ago and have been really happy with it. Needed a fan for my bedroom and wanted a white model, so thought I'd be safe going with this one. Well, the fan works well (lowest setting is actually all I need), but as others have said, the high pitched irregular whirring noise it makes is almost unbearable. I've had it about a week and just haven't wanted to go through the hassle of packing it up and sending it back, so may end up just replacing it and giving this unit away. FWIW, the noise doesn't keep me up or wake me up, but listening to it before bed is excruciating.",1
RW05G4EIDD7J6,"Reviewed in the United States on August 3, 2021",Home and Kitchen,Kitchen and Dining,"Etekcity Food Kitchen Scale, Digital Grams and Ounces for Weight Loss, Baking, Cooking, Keto and Meal Prep, Small, 304 Stainless Steel",Not usable after a few months,1.0,"This item continually zeroes out when adding weight to the scale, it is now simply unusable, very disappointing.",0
R1A7UF1TAS02T0,"Reviewed in the United States on June 9, 2021",Home and Kitchen,"Heating, Cooling & Air Quality","Portable Electric Space Heater with Thermostat, 1500W/750W Safe and Quiet Ceramic Heater Fan, Heat Up 200 Square Feet for Office Room Desk Indoor Use",Shut itself down after 10 minutes at 130F,2.0,"I needed it to warm a box to 130F continuously. It shut itself down after 10 minutes and would not turn back on until it got cool. I'm sure it works fine as a space heater for low temperatures, but saying it goes to 156F is not correct.",1
R1UJILUQKC1ODQ,"Reviewed in the United States on September 27, 2020",Beauty and Personal Care,Hair Care,"WOW Apple Cider Vinegar Shampoo and Hair Conditioner Set Increase Gloss, Hydration, Shine, Reduce Itchy Scalp, Dandruff & Frizz, No Parabens or Sulfates, All Hair Types, 2 x 16.9 Fl Oz 500mL",Not extraordinary,3.0,Nothing to write home about.  Not a Wow product.,1
R2M8Y1J96VGYZY,"Reviewed in the United States on March 25, 2019",Sports and Outdoors,Sports & Fitness,Saucony Men's Multi-Pack Mesh Ventilating Comfort Fit Performance No-Show Socks,Nice socks.,4.0,Socks fit good.,0
R15LW5RUB2O42D,"Reviewed in the United States on June 3, 2021",Computers,Networking Products,"TP-Link TL-SG105 | 5 Port Gigabit Unmanaged Ethernet Network Switch, Ethernet Splitter | Plug & Play | Fanless Metal Design | Shielded Ports | Traffic Optimization | Limited Lifetime Protection",Works good sauce,4.0,Works well. I just wish it was easier to mount.,0
R1SJXJG1SAFG9T,"Reviewed in Canada on March 11, 2020",Electronics,GPS and Navigation,"Tile Pro (2020) 1-pack - High Performance Bluetooth Tracker, Keys Finder and Item Locator for Keys, Bags, and More; 400 ft Range, Water Resistance and 1 Year Replaceable Battery","Good battery, good app, bad speaker/vibration.",2.0,It’s now been,1
RR7UK1LSGG6VX,"Reviewed in the United States on July 26, 2018",Computers,Data Storage,"SanDisk - SDDDC2-128G-G46 128GB Ultra Dual Drive USB Type-C - USB-C, USB 3.1 - SDDDC2-128G-G46 Gray",Must remove my case to use.,3.0,"I have a minimalistic Incipio case on my Note 8.The type C male will not insert without removing the case every time. This is a deal breaker, and makes me feel stupid for having bought it. An Anker OTG cable, Type C to USB 3.0 speed Type USB Type A female inserts fine and then a standard flash drive inserted works fine.",1
RETP3PD9V1CE2,"Reviewed in the United States on May 16, 2014",Computers,Men's Watches,"Fossil Men's Grant Quartz Stainless Steel and Leather Chronograph Watch, Color: Silver/Blue, Luggage (Model: FS5151)",The worst watch ever.  Not worth the money spent,1.0,"broken second hand and stern; quit working in only 4 months of light use.  Return to Jomashop for repair but they not fix it, saying it does not cover under waranty",1
RRWB58EG6SDOM,"Reviewed in the United States on December 17, 2020",Home and Kitchen,Kitchen and Dining,"Etekcity Food Kitchen Scale, Digital Grams and Ounces for Weight Loss, Baking, Cooking, Keto and Meal Prep, Small, 304 Stainless Steel",Lasted 9 months,2.0,Loved this scale but started sticking and would not change oz. grams etc. Changed batteries and it worked for one day. Today it started displaying random numbers on its own. Just bought this in March. Inexpensive but you get what you pay for. Went in the recycling bin.,1
R2Y601W7BG6QTO,"Reviewed in the United States on December 9, 2015",Sports and Outdoors,Outdoor Recreation,Master Lock 8143D Bike Lock Cable with Combination,cable,3.0,"too coily. plastic combo numbers and mechanism. ok for the price,",1
R1QLM06YMVFHOL,"Reviewed in the United States on April 21, 2021",Home and Kitchen,Beds,SafeRest Queen Size Premium Hypoallergenic Waterproof Mattress Protector - Vinyl Free,Mattress pad has many uses,4.0,This mattress pad is thin and without the padding I am used to in past mattress pads I have bought. The water resistant layer will give my new mattress added protection when the younger grandchildren lay on the bed. Washed beautifully. Fits our 17 inch mattress with ample room. My adult children with allergies will appreciate the protection.,0
R23YVE6LZV3541,"Reviewed in the United States on November 27, 2019",Sports and Outdoors,Outdoor Recreation,Doctor Developed Copper Wrist Brace / Carpal Tunnel Wrist Brace / Wrist Support / Wrist Splint / Hand Brace -F.D.A. Class I Medical Device & Doctor Handbook -Night Support for Women & Men -Right & Left hands (Single),Comfortable but can’t get it off!,3.0,The Velcro on these are so strong I have to use pliers to grip the edge to pull the Velcro apart. Ordered this item before but grip wasn’t so strong.,1
R3HHDW8JZ34Z7A,"Reviewed in the United States on June 26, 2021",Home and Kitchen,Bath,"Gorilla Grip Luxury Chenille Bathroom Rug Mat, 30x20, Extra Soft and Super Absorbent Shaggy Rugs, Machine Washable, Quick Dry Bathmat, Plush Carpet for Tub, Shower and Bath Room Floor Mats, Grey",That feeling of safety says everything.,5.0,"Mat does not slip, which is wonderful.",0
R2N8L2HS80C81B,"Reviewed in the United States on December 17, 2020",Beauty and Personal Care,"Foot,Hand & Nail Care","AIMEILI Gel Nail Polish No Wipe Top and Base Coat Set, Shine Finish and Long Lasting, Soak Off Gel Nail Lacquer - 2 x 10ml","I do not recommend, but the builder gel is great",3.0,After using this product as instructed I realized that the topcoat comes off way too easy. I am not happy with it. I do like the builder gel but other than that I do not like this product,1
R33RZ3VMMLX5SB,"Reviewed in the United States on February 9, 2021",Electronics,Headphones,"Samsung Galaxy Buds Plus, True Wireless Earbuds (Wireless Charging Case Included), Black – US Version",Great until recent update,3.0,"These were great when i first bought in August 2020, could listen to the music loud & still hear people around me. Recent update, on the highest volume i can barely hear them.",1
R2ZIA33KGI1BQ4,"Reviewed in the United States on August 1, 2020",Electronics,Video games and accessories,Nintendo Joy-Con (L)/(R) Fortnite Fleet Force Bundle - Nintendo Switch,left joycon does not work,1.0,"The left joycon does not work and only will move side to side, specifically bought this because my other joycons went bad as well.",0
R3DWYQZPQ7T155,"Reviewed in the United States on January 3, 2021",Home and Kitchen,Kitchen and Dining,"Instant Pot Duo 7-in-1 Electric Pressure Cooker, Slow Cooker, Rice Cooker, Steamer, Saute, Yogurt Maker, Sterilizer, and Warmer, 6 Quart, 13 One-Touch Programs","Love the Instant Pot, but.",4.0,"I have used my Instapot 10 times and it has performed perfectly each time.  Rice and grains are just right.  The reason for a 4 star instead of a 5 star is, the programable face needs to be lit.  I cannot see the right button to push and have to tip the pot to the light or use the flashlight.",0
R3LEM2PYYFABFN,"Reviewed in the United States on January 25, 2021",Beauty and Personal Care,Hair Care,"Castor Oil USDA Organic Cold-Pressed (16oz) 100% Pure Hexane-Free Castor Oil - Conditioning & Healing, For Dry Skin, Hair Growth - For Skin, Hair Care, Eyelashes - Caster Oil By Sky Organics",It works!,1.0,"So far I used it on my eyebrows and eyelashes, I can see the difference already!Can’t wait to use it on my hair.",1
R36Y8KC9VKKFLA,"Reviewed in the United States on July 14, 2021",Sports and Outdoors,Sports & Fitness,"Fit Simplify Resistance Loop Exercise Bands with Instruction Guide and Carry Bag, Set of 5",good  product,5.0,will buy again,1
R2YTW824TJN0F5,"Reviewed in the United States on April 8, 2021",Beauty and Personal Care,Skin Care,"Neutrogena Hydro Boost Hyaluronic Acid Hydrating Water Gel Daily Face Moisturizer for Dry Skin, Oil-Free, Non-Comedogenic Face Lotion, 1.7 fl. oz",Fragrance causes irritation,2.0,The extremely high fragrance content in this product can be hazardous to sensitive skin,1
R1IKBKGACNTI8Y,"Reviewed in the United States on August 8, 2020",Computers,Laptop Accessories,"havit HV-F2056 15.6""-17"" Laptop Cooler Cooling Pad - Slim Portable USB Powered (3 Fans), Black/Blue",Just what I needed,4.0,Work laptop began overheating causing processing issues purchased this and no more issues.  Now I even use it to cool down my iPhone that overheats sometimes.,1
R2I2HGSXXJZ55U,"Reviewed in the United States on August 9, 2019",Computers,Data Storage,"SanDisk - SDDDC2-128G-G46 128GB Ultra Dual Drive USB Type-C - USB-C, USB 3.1 - SDDDC2-128G-G46 Gray",Fast.,4.0,"Small and easy to use.  Love the USB-C feature that I will be able to use on my new iPad Pro 11"".  But, I should have gotten one with larger storage.  For my usage 128GB is just a bit small.",0
